"store","websites","attribute_set","type","sku","category_ids","has_options","name","meta_title","meta_description","url_key","url_path","options_container","image_label","small_image_label","thumbnail_label","image","small_image","thumbnail","gift_message_available","custom_design","page_layout","manf_pn","gtin","price","weight","description","short_description","meta_keyword","custom_layout_update","height","width","length","dangerous_goods_options","status","visibility","tax_class_id","enable_googlecheckout","manufacturer","condition_of_item","prod_type","special_packaging","free_shipping","dangerous_goods","in_stock","shipping_charge","package_qty","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_automatically","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","google_category","special_price","special_from_date","special_to_date","thickness","needle_gauge","needle_length","drillbit_finish"
"admin","base","Default","simple","101-102","16","0","Solderless Crimp Terminal Red 22-18 #8 Ring","","","solderless-crimp-terminal-red-22-18-8-ring","solderless-crimp-terminal-red-22-18-8-ring.html","Block after Info Column","","","","/1/0/101-10x_2.jpg","/1/0/101-10x_2.jpg","/1/0/101-10x_2.jpg","Use config","","","","","5.9900","0.3000","<p>High quality terminal with vinyl insulator and serrated barrel for high pull-out strength. </p>
<p>Packed in labeled zip-lock bags for convenience. Sold in packs of 100.  </p>
<p>Choose your discount when ordered in larger quantities!</p>","Ring terminal pack of 100","","","","","","","Disabled","Catalog, Search","Taxable Goods","Yes","CML Supply","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","100.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Solderless Crimp Terminal Red 22-18 #8 Ring","0","simple","","","","","","","","","",""
"admin","base","Default","simple","101-103","16","0","Solderless Crimp Terminal Red 22-18 #10 Ring","","","solderless-crimp-terminal-red-22-18-10-ring","solderless-crimp-terminal-red-22-18-10-ring.html","Block after Info Column","","","","/1/0/101-10x_3.jpg","/1/0/101-10x_3.jpg","/1/0/101-10x_3.jpg","Use config","","","","","5.9900","0.3000","<p>High quality terminal with vinyl insulator and serrated barrel for high pull-out strength. </p>
<p>Packed in labeled zip-lock bags for convenience. Sold in packs of 100.  </p>
<p>Choose your discount when ordered in larger quantities!</p>","Ring terminal pack of 100","","","","","","","Disabled","Catalog, Search","Taxable Goods","Yes","CML Supply","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","100.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Solderless Crimp Terminal Red 22-18 #10 Ring","0","simple","","","","","","","","","",""
"admin","base","Default","simple","101-111","16","0","Solderless Crimp Terminal Blue 16-14 #6 Ring","","","solderless-crimp-terminal-blue-16-14-6-ring","solderless-crimp-terminal-blue-16-14-6-ring.html","Block after Info Column","","","","/1/0/101-11x.jpg","/1/0/101-11x.jpg","/1/0/101-11x.jpg","Use config","","","","","5.9900","0.3000","<p>High quality terminal with vinyl insulator and serrated barrel for high pull-out strength. </p>
<p>Packed in labeled zip-lock bags for convenience. Sold in packs of 100.  </p>
<p>Choose your discount when ordered in larger quantities!</p>","Ring terminal pack of 100","","","","","","","Disabled","Catalog, Search","Taxable Goods","Yes","CML Supply","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","100.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Solderless Crimp Terminal Blue 16-14 #6 Ring","0","simple","","","","","","","","","",""
"admin","base","Default","simple","101-112","16","0","Solderless Crimp Terminal Blue 16-14 #8 Ring","","","solderless-crimp-terminal-blue-16-14-8-ring","solderless-crimp-terminal-blue-16-14-8-ring.html","Block after Info Column","","","","/1/0/101-11x_1.jpg","/1/0/101-11x_1.jpg","/1/0/101-11x_1.jpg","Use config","","","","","5.9900","0.3000","<p>High quality terminal with vinyl insulator and serrated barrel for high pull-out strength. </p>
<p>Packed in labeled zip-lock bags for convenience. Sold in packs of 100.  </p>
<p>Choose your discount when ordered in larger quantities!</p>","Ring terminal pack of 100","","","","","","","Disabled","Catalog, Search","Taxable Goods","Yes","CML Supply","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","100.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Solderless Crimp Terminal Blue 16-14 #8 Ring","0","simple","","","","","","","","","",""
"admin","base","Default","simple","101-113","16","0","Solderless Crimp Terminal Blue 16-14 #10 Ring","","","solderless-crimp-terminal-blue-16-14-10-ring","solderless-crimp-terminal-blue-16-14-10-ring.html","Block after Info Column","","","","/1/0/101-11x_2.jpg","/1/0/101-11x_2.jpg","/1/0/101-11x_2.jpg","Use config","","","","","5.9900","0.3000","<p>High quality terminal with vinyl insulator and serrated barrel for high pull-out strength. </p>
<p>Packed in labeled zip-lock bags for convenience. Sold in packs of 100.  </p>
<p>Choose your discount when ordered in larger quantities!</p>","Ring terminal pack of 100","","","","","","","Disabled","Catalog, Search","Taxable Goods","Yes","CML Supply","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","100.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Solderless Crimp Terminal Blue 16-14 #10 Ring","0","simple","","","","","","","","","",""
"admin","base","Default","simple","101-201","16","0","Solderless Crimp Terminal Red 22-18 #6 Fork","","","solderless-crimp-terminal-red-22-18-6-fork","solderless-crimp-terminal-red-22-18-6-fork.html","Block after Info Column","","","","/1/0/101-20x.jpg","/1/0/101-20x.jpg","/1/0/101-20x.jpg","Use config","","","","","5.9900","0.3000","<p>High quality terminal with vinyl insulator and serrated barrel for high pull-out strength. </p>
<p>Packed in labeled zip-lock bags for convenience. Sold in packs of 100.  </p>
<p>Choose your discount when ordered in larger quantities!</p>","Fork (Spade) terminal pack of 100","","","","","","","Disabled","Catalog, Search","Taxable Goods","Yes","CML Supply","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Solderless Crimp Terminal Red 22-18 #6 Fork","0","simple","","","","","","","","","",""
"admin","base","Default","simple","101-202","16","0","Solderless Crimp Terminal Red 22-18 #8 Fork","","","solderless-crimp-terminal-red-22-18-8-fork","solderless-crimp-terminal-red-22-18-8-fork.html","Block after Info Column","","","","/1/0/101-20x_1.jpg","/1/0/101-20x_1.jpg","/1/0/101-20x_1.jpg","Use config","","","","","5.9900","0.3000","<p>High quality terminal with vinyl insulator and serrated barrel for high pull-out strength. </p>
<p>Packed in labeled zip-lock bags for convenience. Sold in packs of 100.  </p>
<p>Choose your discount when ordered in larger quantities!</p>","Fork (Spade) terminal pack of 100","","","","","","","Disabled","Catalog, Search","Taxable Goods","Yes","CML Supply","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Solderless Crimp Terminal Red 22-18 #8 Fork","0","simple","","","","","","","","","",""
"admin","base","Default","simple","101-203","16","0","Solderless Crimp Terminal Red 22-18 #10 Fork","","","solderless-crimp-terminal-red-22-18-10-fork","solderless-crimp-terminal-red-22-18-10-fork.html","Block after Info Column","","","","/1/0/101-20x_2.jpg","/1/0/101-20x_2.jpg","/1/0/101-20x_2.jpg","Use config","","","","","5.9900","0.3000","<p>High quality terminal with vinyl insulator and serrated barrel for high pull-out strength. </p>
<p>Packed in labeled zip-lock bags for convenience. Sold in packs of 100.  </p>
<p>Choose your discount when ordered in larger quantities!</p>","Fork (Spade) terminal pack of 100","","","","","","","Disabled","Catalog, Search","Taxable Goods","Yes","CML Supply","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Solderless Crimp Terminal Red 22-18 #10 Fork","0","simple","","","","","","","","","",""
"admin","base","Default","simple","101-211","16","0","Solderless Crimp Terminal Blue 16-14 #6 Fork","","","solderless-crimp-terminal-blue-16-14-6-fork","solderless-crimp-terminal-blue-16-14-6-fork.html","Block after Info Column","","","","/1/0/101-21x.jpg","/1/0/101-21x.jpg","/1/0/101-21x.jpg","Use config","","","","","5.9900","0.3000","<p>High quality terminal with vinyl insulator and serrated barrel for high pull-out strength. </p>
<p>Packed in labeled zip-lock bags for convenience. Sold in packs of 100.  </p>
<p>Choose your discount when ordered in larger quantities!</p>","Fork (Spade) terminal pack of 100","","","","","","","Disabled","Catalog, Search","Taxable Goods","Yes","CML Supply","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Solderless Crimp Terminal Blue 16-14 #6 Fork","0","simple","","","","","","","","","",""
"admin","base","Default","simple","101-212","16","0","Solderless Crimp Terminal Blue 16-14 #8 Fork","","","solderless-crimp-terminal-blue-16-14-8-fork","solderless-crimp-terminal-blue-16-14-8-fork.html","Block after Info Column","","","","/1/0/101-21x_1.jpg","/1/0/101-21x_1.jpg","/1/0/101-21x_1.jpg","Use config","","","","","5.9900","0.3000","<p>High quality terminal with vinyl insulator and serrated barrel for high pull-out strength. </p>
<p>Packed in labeled zip-lock bags for convenience. Sold in packs of 100.  </p>
<p>Choose your discount when ordered in larger quantities!</p>","Fork (Spade) terminal pack of 100","","","","","","","Disabled","Catalog, Search","Taxable Goods","Yes","CML Supply","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Solderless Crimp Terminal Blue 16-14 #8 Fork","0","simple","","","","","","","","","",""
"admin","base","Default","simple","101-213","16","0","Solderless Crimp Terminal Blue 16-14 #10 Fork","","","solderless-crimp-terminal-blue-16-14-10-fork","solderless-crimp-terminal-blue-16-14-10-fork.html","Block after Info Column","","","","/1/0/101-21x_2.jpg","/1/0/101-21x_2.jpg","/1/0/101-21x_2.jpg","Use config","","","","","5.9900","0.3000","<p>High quality terminal with vinyl insulator and serrated barrel for high pull-out strength. </p>
<p>Packed in labeled zip-lock bags for convenience. Sold in packs of 100.  </p>
<p>Choose your discount when ordered in larger quantities!</p>","Fork (Spade) terminal pack of 100","","","","","","","Disabled","Catalog, Search","Taxable Goods","Yes","CML Supply","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Solderless Crimp Terminal Blue 16-14 #10 Fork","0","simple","","","","","","","","","",""
"admin","base","Default","simple","101-801","16","0","Solderless Terminal Red 22-18 #4-6-8-10 Ring Assortment","","","solderless-terminal-red-22-18-4-6-8-10-ring-assortment","solderless-terminal-red-22-18-4-6-8-10-ring-assortment.html","Block after Info Column","","","","/1/0/101-801.jpg","/1/0/101-801.jpg","/1/0/101-801.jpg","Use config","","","","","11.9900","0.5000","<p>High quality terminal assortment with vinyl insulator and serrated barrel for high pull-out strength. </p>
<p>Packed in labeled zip-lock bags for convenience.</p>","Ring terminal 200pc assortment","","","","","","","Disabled","Catalog, Search","Taxable Goods","Yes","CML Supply","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Solderless Terminal Red 22-18 #4-6-8-10 Ring Assortment","0","simple","","","","","","","","","",""
"admin","base","Default","simple","101-802","16","0","Solderless Terminal Blue 16-14 #6-8-10 Ring Assortment","","","solderless-terminal-blue-16-14-6-8-10-ring-assortment","solderless-terminal-blue-16-14-6-8-10-ring-assortment.html","Block after Info Column","","","","/1/0/101-802.jpg","/1/0/101-802.jpg","/1/0/101-802.jpg","Use config","","","","","9.9900","0.4000","<p>High quality terminal assortment with vinyl insulator and serrated barrel for high pull-out strength. </p>
<p>Packed in labeled zip-lock bags for convenience.</p>
","Ring terminal 150pc assortment","","","","","","","Disabled","Catalog, Search","Taxable Goods","Yes","CML Supply","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Solderless Terminal Blue 16-14 #6-8-10 Ring Assortment","0","simple","","","","","","","","","",""
"admin","base","Default","simple","101-811","16","0","Solderless Terminal Red 22-18 #6-8-10 Fork Assortment","","","solderless-terminal-red-22-18-6-8-10-fork-assortment","solderless-terminal-red-22-18-6-8-10-fork-assortment.html","Block after Info Column","","","","/1/0/101-811.jpg","/1/0/101-811.jpg","/1/0/101-811.jpg","Use config","","","","","9.9900","0.3000","<p>High quality terminal assortment with vinyl insulator and serrated barrel for high pull-out strength. </p>
<p>Packed in labeled zip-lock bags for convenience.</p>
","Fork (spade) terminal 150pc assortment","","","","","","","Disabled","Catalog, Search","Taxable Goods","Yes","CML Supply","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Solderless Terminal Red 22-18 #6-8-10 Fork Assortment","0","simple","","","","","","","","","",""
"admin","base","Default","simple","101-812","16","0","Solderless Terminal Blue 16-14 #6-8-10 Fork Assortment","","","solderless-terminal-blue-16-14-6-8-10-fork-assortment","solderless-terminal-blue-16-14-6-8-10-fork-assortment.html","Block after Info Column","","","","/1/0/101-812.jpg","/1/0/101-812.jpg","/1/0/101-812.jpg","Use config","","","","","9.9900","0.3000","<p>High quality terminal assortment with vinyl insulator and serrated barrel for high pull-out strength. </p>
<p>Packed in labeled zip-lock bags for convenience.</p>
","Fork (spade) terminal 150pc assortment","","","","","","","Disabled","Catalog, Search","Taxable Goods","Yes","CML Supply","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Solderless Terminal Blue 16-14 #6-8-10 Fork Assortment","0","simple","","","","","","","","","",""
"admin","base","Default","simple","101-900","6,16","0","Ratcheting Crimping Tool for Solderless Crimp Terminals","","","ratcheting-crimping-tool-for-solderless-crimp-terminals","ratcheting-crimping-tool-for-solderless-crimp-terminals.html","Block after Info Column","","","","/1/0/101-900.jpg","/1/0/101-900.jpg","/1/0/101-900.jpg","Use config",""," , No layout updates","101-900","792363974202","18.9900","1.0000","<p>If you have ever been frustrated using a non-ratcething style crimper, you need this tool!</p>
<p>Ratchet crimper for blue, yellow, red insulated and non-insulated connectors.</p>
<ul>
    <li>Designed for 10 to 22 gauge wire</li>
    <li>High carbon steel jaws and handles with black oxide finish and ABS grip sleeves</li>
    <li>3/4&quot; jaw opening</li>
    <li>Color-coded head for different wire sizes</li>
    <li>Adjustable compression setting</li>
    <li>Up/down ratchet lock</li>
    <li>For insulated and bare terminals</li>
</ul>
<p>ship weight: 1.25 pounds</p>
<p>Warranty: 30 days money back or exchange.</p>","<p>Ratcheting terminal crimper for blue, yellow, red insulated and non-insulated connectors.</p>","","","","","","","Enabled","Catalog, Search","Taxable Goods","Yes","CML Supply","New","Business & Industrial","","","","In Stock","US:::Calculated a","Each","100.0000","1.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Ratcheting Crimping Tool for Solderless Crimp Terminals","0","simple","","","","","","","","","",""
"admin","base","Default","simple","151-002","36","0","Impact Socket Set 1/2"" Drive Deep SAE Inch 11pc","","","impact-socket-set-1-2-drive-deep-sae-inch-11pc","impact-socket-set-1-2-drive-deep-sae-inch-11pc.html","Block after Info Column","","","","/1/5/151-002.jpg","/1/5/151-002.jpg","/1/5/151-002.jpg","Use config",""," , No layout updates","4840","","18.9900","5.0000","<p>11pc Heavy-Duty Impact Socket Set with Case  Specs: * Drop Forged, Heat Treated Carbon Steel Construction * Opti-Drive Socket Design Contacts Only Flat Surfaces of Fastener Head to Eliminate Rounding Off Corners * 6-Point Socket End with Beveled Nose to Help Guide Socket Onto Fastener * Durable Black Oxide Finish Resists Corrosion * Hole on Socket Locks on to Drive Tang, Keeps Socket from Slipping Off or Sticking to Fastener  Set Includes: * 11-pc. 1/2&quot; Dr. Sockets (SAE): 3/8, 7/16, 1/2, 9/16, 5/8, 11/16, 3/4, 13/16, 7/8, 15/16, 1&quot; * Molded Plastic Case</p>","<p>Heavy-Duty Impact Socket Set with Case<img height=""30"" alt=""MIT"" src=""http://www.cmlsupply.com/mitlogosm.jpg"" /></p>","","","","","","","Disabled","Catalog, Search","Taxable Goods","Yes","Michigan Industrial Tools","New","Hardware > Tool Accessories > Drill Accessories > Drill Bits","0","0","0","In Stock","US:::Calculated a","Each","100.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","1","","0.0000","1","0","1","0","Impact Socket Set 1/2"" Drive Deep SAE Inch 11pc","0","simple","","","","","","","","","",""
